OrderId,EmployeeId,SaleDate,AmountSold,PaymentType,ThingsOrdered,ThingsOrderedNames
984,10,2024-11-05 08:31:00,19.45,Gift Card,"[6, 22, 11, 16, 25, 24]","['SweetFire Chicken Breast', 'Chow Mein', 'Coke', 'Super Greens', 'Apple Pie Roll', 'Water Bottle']"
985,5,2024-11-05 14:05:00,39.90,Cash,"[7, 18, 1, 3, 19, 1, 11, 11, 11, 12, 25, 25, 23, 23]","['Orange Chicken', 'Kung Pao Chicken', 'Black Pepper Steak', 'Chow Mein', 'White Rice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Cream Cheese Rangoons', 'Water Bottle']"
986,1,2024-11-05 19:28:00,29.60,Cash,"[6, 9, 21, 2, 8, 7, 12, 11, 24, 14, 23, 13]","['Beijing Beef', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'White Rice', 'Egg Roll', 'Spring Roll', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
987,1,2024-11-05 08:23:00,29.90,Credit,"[6, 19, 3, 1, 7, 22, 22, 10, 10]","['Orange Chicken', 'Kung Pao Chicken', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Fried Rice', 'Honey Sesame Chicken', 'Super Greens']"
988,9,2024-11-05 17:35:00,28.10,Gift Card,"[8, 12, 11, 22, 15, 15, 15, 14, 24]","['Broccoli Beef', 'Chow Mein', 'White Rice', 'Spring Roll', 'Fountain Soda', 'Super Greens', 'Apple Pie Roll']"
989,2,2024-11-05 16:17:00,21.70,Gift Card,"[4, 7, 11, 22, 25, 25, 16]","['Honey Walnut Shrimp', 'Black Pepper Steak', 'Chow Mein', 'Coke', 'Super Greens', 'Water Bottle']"
990,4,2024-11-05 18:31:00,21.55,Gift Card,"[9, 19, 1, 22, 15, 15, 24, 13, 14]","['Orange Chicken', 'Sweet and Sour Chicken Breast', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Honey Sesame Chicken', 'Super Greens', 'Apple Pie Roll']"
991,8,2024-11-05 13:15:00,33.15,Gift Card,"[4, 8, 9, 6, 19, 9, 12, 22, 11, 10, 13]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'White Rice', 'Egg Roll', 'Honey Sesame Chicken', 'Super Greens']"
992,6,2024-11-05 16:34:00,29.85,Credit,"[18, 2, 20, 8, 11, 10, 15, 17, 23, 23, 14]","['Beijing Beef', 'Broccoli Beef', 'Fried Rice', 'Chow Mein', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Mushroom Chicken', 'Cream Cheese Rangoons']"
993,4,2024-11-05 16:21:00,42.10,Cash,"[9, 19, 21, 1, 21, 20, 9, 12, 16, 15, 17, 15]","['Orange Chicken', 'Sweet and Sour Chicken Breast', 'White Rice', 'Fountain Soda', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken', 'String Bean Chicken']"
994,9,2024-11-05 08:10:00,42.65,Cash,"[2, 5, 3, 20, 20, 18, 19, 3, 11, 22, 10, 17, 16, 13, 14, 24]","['Beijing Beef', 'Kung Pao Chicken', 'Teriyaki Chicken', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Coke', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Super Greens', 'Apple Pie Roll']"
995,2,2024-11-05 10:21:00,43.00,Cash,"[19, 8, 20, 5, 20, 17, 17, 15, 15, 23, 23, 24, 23]","['Teriyaki Chicken', 'Broccoli Beef', 'Fountain Soda', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
996,8,2024-11-05 09:11:00,45.15,Credit,"[7, 8, 8, 20, 20, 5, 4, 21, 12, 11, 22, 16, 17, 17, 24, 13, 13]","['Honey Walnut Shrimp', 'Teriyaki Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Chow Mein', 'White Rice', 'Egg Roll', 'Coke', 'Apple Juice', 'Mushroom Chicken', 'String Bean Chicken', 'Super Greens', 'Apple Pie Roll']"
997,4,2024-11-05 19:14:00,28.10,Credit,"[20, 12, 11, 12, 16, 16, 25, 13, 13]","['Chow Mein', 'White Rice', 'Egg Roll', 'Coke', 'Mushroom Chicken', 'Water Bottle']"
998,3,2024-11-05 12:50:00,20.20,Cash,"[8, 11, 10, 16, 25, 15]","['Broccoli Beef', 'Fried Rice', 'Chow Mein', 'Fountain Soda', 'Coke', 'Water Bottle']"
999,2,2024-11-05 15:53:00,30.05,Gift Card,"[18, 20, 20, 4, 25, 16, 16, 23]","['Honey Walnut Shrimp', 'Coke', 'Bourbon Chicken', 'Mushroom Chicken', 'Cream Cheese Rangoons', 'Water Bottle']"
1000,6,2024-11-05 10:41:00,40.00,Gift Card,"[7, 3, 22, 10, 10, 12, 17, 15, 15, 15, 13, 13, 23, 14]","['Kung Pao Chicken', 'Black Pepper Steak', 'Fried Rice', 'White Rice', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Super Greens', 'Cream Cheese Rangoons']"
1001,10,2024-11-05 14:59:00,39.40,Cash,"[1, 3, 21, 1, 21, 22, 22, 22, 11, 15, 14, 13, 23, 24]","['Orange Chicken', 'Kung Pao Chicken', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1002,8,2024-11-05 10:58:00,30.35,Credit,"[7, 9, 8, 12, 10, 11, 17, 15, 24, 14, 24]","['Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'White Rice', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Apple Pie Roll']"
1003,5,2024-11-05 10:06:00,35.00,Credit,"[19, 1, 20, 6, 22, 10, 22, 17, 25, 25, 13, 14]","['Orange Chicken', 'SweetFire Chicken Breast', 'Fried Rice', 'Egg Roll', 'Spring Roll', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Super Greens', 'Water Bottle']"
1004,6,2024-11-05 15:10:00,8.70,Gift Card,"[18, 14, 24]","['Spring Roll', 'Bourbon Chicken', 'Apple Pie Roll']"
1005,2,2024-11-05 11:20:00,19.05,Credit,"[4, 7, 5, 11, 25, 13, 14, 23]","['Honey Walnut Shrimp', 'Teriyaki Chicken', 'Black Pepper Steak', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Cream Cheese Rangoons', 'Water Bottle']"
1006,1,2024-11-05 12:29:00,26.75,Gift Card,"[8, 3, 1, 19, 12, 17, 15, 24, 23, 14]","['Orange Chicken', 'Kung Pao Chicken', 'Broccoli Beef', 'White Rice', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Honey Sesame Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1007,10,2024-11-05 20:56:00,37.80,Credit,"[21, 3, 9, 18, 5, 6, 8, 10, 22, 17, 16, 25, 15]","['Kung Pao Chicken', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Fountain Soda', 'Coke', 'Apple Juice', 'Bourbon Chicken', 'String Bean Chicken', 'Super Greens', 'Water Bottle']"
1008,8,2024-11-05 14:55:00,35.60,Credit,"[5, 6, 12, 22, 12, 16, 17, 17, 25, 24, 14, 14, 14]","['Teriyaki Chicken', 'SweetFire Chicken Breast', 'White Rice', 'Spring Roll', 'Coke', 'Apple Juice', 'Super Greens', 'Apple Pie Roll', 'Water Bottle']"
1009,10,2024-11-05 10:03:00,40.55,Credit,"[8, 18, 1, 21, 2, 1, 18, 22, 12, 10, 12, 14, 14, 24]","['Orange Chicken', 'Beijing Beef', 'Broccoli Beef', 'Fried Rice', 'White Rice', 'Spring Roll', 'Bourbon Chicken', 'String Bean Chicken', 'Super Greens', 'Apple Pie Roll']"
1010,2,2024-11-05 08:30:00,14.30,Credit,"[4, 22, 15, 13, 23]","['Honey Walnut Shrimp', 'Egg Roll', 'Fountain Soda', 'Super Greens', 'Cream Cheese Rangoons']"
1011,10,2024-11-05 11:18:00,37.20,Gift Card,"[9, 6, 6, 8, 3, 21, 25, 23, 23]","['Kung Pao Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Water Bottle']"
1012,4,2024-11-05 12:17:00,30.75,Cash,"[2, 11, 12, 11, 10, 25, 15, 25, 13]","['Beijing Beef', 'Fried Rice', 'Chow Mein', 'White Rice', 'Egg Roll', 'Fountain Soda', 'Water Bottle']"
1013,10,2024-11-05 09:29:00,26.10,Gift Card,"[9, 8, 8, 20, 4, 6, 10, 22, 24, 24]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Mushroom Chicken', 'Super Greens', 'Apple Pie Roll']"
1014,5,2024-11-05 18:40:00,41.50,Gift Card,"[18, 7, 5, 6, 20, 1, 22, 10, 11, 15, 17, 17, 14, 14, 13, 14]","['Orange Chicken', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Mushroom Chicken', 'Super Greens']"
1015,3,2024-11-05 11:53:00,24.90,Gift Card,"[4, 2, 15, 17, 16, 13, 14, 14, 13]","['Beijing Beef', 'Honey Walnut Shrimp', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Coke', 'Apple Juice']"
1016,8,2024-11-05 11:08:00,18.90,Gift Card,"[18, 19, 17, 17, 23, 23]","['Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Cream Cheese Rangoons']"
1017,4,2024-11-05 19:40:00,17.20,Credit,"[6, 16, 16, 13, 13, 24, 23]","['SweetFire Chicken Breast', 'Egg Roll', 'Coke', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1018,10,2024-11-05 20:34:00,20.05,Cash,"[7, 9, 22, 25, 17, 13, 24, 23]","['Black Pepper Steak', 'Sweet and Sour Chicken Breast', 'Egg Roll', 'Apple Juice', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
1019,5,2024-11-05 14:12:00,41.65,Credit,"[18, 18, 8, 1, 21, 3, 4, 13, 13, 14]","['Orange Chicken', 'Kung Pao Chicken', 'Honey Walnut Shrimp', 'Broccoli Beef', 'Egg Roll', 'Spring Roll', 'Bourbon Chicken', 'String Bean Chicken']"
1020,5,2024-11-05 19:24:00,39.05,Gift Card,"[19, 18, 3, 19, 1, 3, 21, 8, 10, 13]","['Orange Chicken', 'Kung Pao Chicken', 'Broccoli Beef', 'Fried Rice', 'Egg Roll', 'Bourbon Chicken', 'Honey Sesame Chicken', 'String Bean Chicken']"
1021,3,2024-11-05 19:21:00,10.80,Gift Card,"[8, 10, 15]","['Broccoli Beef', 'Fried Rice', 'Fountain Soda']"
1022,1,2024-11-05 10:20:00,34.00,Cash,"[8, 9, 9, 11, 10, 12, 22, 17, 14, 13, 13, 13]","['Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'White Rice', 'Egg Roll', 'Spring Roll', 'Apple Juice', 'Super Greens']"
1023,5,2024-11-05 19:06:00,15.95,Credit,"[3, 21, 11, 10, 24]","['Kung Pao Chicken', 'Fried Rice', 'Chow Mein', 'String Bean Chicken', 'Apple Pie Roll']"
1024,2,2024-11-05 10:21:00,36.00,Cash,"[5, 20, 3, 20, 10, 11, 12, 16, 16, 14, 14, 14, 13]","['Kung Pao Chicken', 'Teriyaki Chicken', 'Fried Rice', 'Chow Mein', 'White Rice', 'Egg Roll', 'Spring Roll', 'Coke', 'Mushroom Chicken']"
1025,2,2024-11-05 14:41:00,49.15,Credit,"[19, 9, 7, 9, 9, 21, 8, 16, 25, 25, 13, 13, 23]","['Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Egg Roll', 'Coke', 'Honey Sesame Chicken', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Water Bottle']"
1026,2,2024-11-05 18:35:00,25.20,Gift Card,"[7, 8, 2, 22, 12, 25, 13, 24, 24, 24]","['Beijing Beef', 'Black Pepper Steak', 'Broccoli Beef', 'White Rice', 'Egg Roll', 'Super Greens', 'Apple Pie Roll', 'Water Bottle']"
1027,4,2024-11-05 14:09:00,34.85,Gift Card,"[9, 1, 8, 4, 10, 12, 17, 17, 25, 15, 24, 24, 14]","['Orange Chicken', 'Honey Walnut Shrimp', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'White Rice', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Apple Pie Roll', 'Water Bottle']"
1028,1,2024-11-05 14:05:00,24.85,Credit,"[3, 10, 11, 10, 15, 23, 13, 23]","['Kung Pao Chicken', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Fountain Soda', 'Cream Cheese Rangoons']"
1029,10,2024-11-05 14:13:00,48.40,Credit,"[21, 18, 1, 3, 7, 20, 10, 22, 12, 12, 17, 16, 17, 25, 14, 14, 13, 14]","['Orange Chicken', 'Kung Pao Chicken', 'Black Pepper Steak', 'Fried Rice', 'White Rice', 'Egg Roll', 'Spring Roll', 'Coke', 'Apple Juice', 'Bourbon Chicken', 'Mushroom Chicken', 'String Bean Chicken', 'Super Greens', 'Water Bottle']"
1030,1,2024-11-05 16:37:00,35.65,Gift Card,"[9, 2, 1, 5, 2, 20, 22, 22, 12, 10, 16, 14]","['Orange Chicken', 'Beijing Beef', 'Teriyaki Chicken', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'White Rice', 'Spring Roll', 'Coke', 'Mushroom Chicken', 'Super Greens']"
1031,5,2024-11-05 14:53:00,31.75,Cash,"[7, 9, 21, 6, 22, 10, 12, 25, 13, 14, 14]","['SweetFire Chicken Breast', 'Black Pepper Steak', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'White Rice', 'Egg Roll', 'Spring Roll', 'String Bean Chicken', 'Super Greens', 'Water Bottle']"
1032,4,2024-11-05 20:10:00,35.35,Gift Card,"[2, 6, 8, 10, 11, 11, 17, 16, 15, 16, 23, 14, 14]","['Beijing Beef', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Fried Rice', 'Chow Mein', 'Spring Roll', 'Fountain Soda', 'Coke', 'Apple Juice', 'Cream Cheese Rangoons']"
1033,10,2024-11-05 20:11:00,23.45,Cash,"[1, 5, 20, 22, 11, 15, 14, 14, 24]","['Orange Chicken', 'Teriyaki Chicken', 'Chow Mein', 'Spring Roll', 'Fountain Soda', 'Mushroom Chicken', 'Super Greens', 'Apple Pie Roll']"
1034,3,2024-11-05 16:59:00,23.50,Cash,"[21, 5, 7, 9, 12, 14, 23, 13, 23]","['Teriyaki Chicken', 'Black Pepper Steak', 'Sweet and Sour Chicken Breast', 'White Rice', 'Egg Roll', 'Spring Roll', 'String Bean Chicken', 'Cream Cheese Rangoons']"
1035,8,2024-11-05 09:21:00,34.15,Cash,"[8, 9, 5, 9, 3, 3, 21, 7, 10, 12, 10, 24]","['Kung Pao Chicken', 'Teriyaki Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'White Rice', 'String Bean Chicken', 'Apple Pie Roll']"
1036,5,2024-11-05 15:14:00,25.10,Cash,"[19, 21, 20, 8, 2, 8, 10, 12, 15]","['Beijing Beef', 'Broccoli Beef', 'Fried Rice', 'White Rice', 'Fountain Soda', 'Honey Sesame Chicken', 'Mushroom Chicken', 'String Bean Chicken']"
1037,3,2024-11-05 10:18:00,37.65,Gift Card,"[21, 1, 20, 9, 3, 19, 5, 18, 10, 11, 22, 14, 14, 13]","['Orange Chicken', 'Kung Pao Chicken', 'Teriyaki Chicken', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken', 'String Bean Chicken', 'Super Greens']"
1038,5,2024-11-05 10:32:00,38.55,Gift Card,"[8, 18, 5, 4, 4, 7, 2, 21, 22, 10, 11, 11, 23]","['Beijing Beef', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Fried Rice', 'Chow Mein', 'Bourbon Chicken', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons']"
1039,1,2024-11-05 11:23:00,22.70,Cash,"[19, 3, 12, 11, 25, 25, 24, 23]","['Kung Pao Chicken', 'Chow Mein', 'White Rice', 'Honey Sesame Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
1040,7,2024-11-05 20:14:00,30.00,Credit,"[18, 19, 7, 21, 12, 11, 10, 17, 13, 24]","['Black Pepper Steak', 'Fried Rice', 'Chow Mein', 'White Rice', 'Egg Roll', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'String Bean Chicken', 'Apple Pie Roll']"
1041,7,2024-11-05 19:45:00,44.80,Gift Card,"[8, 18, 8, 1, 21, 6, 7, 22, 11, 22, 12, 16, 24, 14, 13, 23]","['Orange Chicken', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Broccoli Beef', 'Chow Mein', 'White Rice', 'Egg Roll', 'Spring Roll', 'Coke', 'Bourbon Chicken', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1042,6,2024-11-05 08:29:00,38.40,Cash,"[20, 2, 1, 2, 7, 11, 22, 11, 11, 16, 15, 23, 13]","['Orange Chicken', 'Beijing Beef', 'Black Pepper Steak', 'Chow Mein', 'Egg Roll', 'Fountain Soda', 'Coke', 'Mushroom Chicken', 'Super Greens', 'Cream Cheese Rangoons']"
1043,4,2024-11-05 11:32:00,25.80,Cash,"[21, 19, 18, 20, 25, 17]","['Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken', 'String Bean Chicken', 'Water Bottle']"
1044,6,2024-11-05 14:58:00,16.70,Gift Card,"[18, 1, 10, 22, 25]","['Orange Chicken', 'Fried Rice', 'Bourbon Chicken', 'Super Greens', 'Water Bottle']"
1045,7,2024-11-05 11:06:00,24.10,Gift Card,"[18, 19, 20, 17, 15, 24, 24]","['Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Apple Pie Roll']"
1046,9,2024-11-05 19:28:00,37.90,Cash,"[18, 18, 8, 5, 2, 5, 22, 17, 15, 25, 23, 23]","['Beijing Beef', 'Teriyaki Chicken', 'Broccoli Beef', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Water Bottle']"
1047,10,2024-11-05 13:05:00,31.50,Gift Card,"[5, 11, 10, 22, 10, 15, 16, 17, 17]","['Teriyaki Chicken', 'Fried Rice', 'Chow Mein', 'Fountain Soda', 'Coke', 'Apple Juice', 'Super Greens']"
1048,2,2024-11-05 19:46:00,32.75,Gift Card,"[6, 20, 3, 3, 6, 15, 25, 14]","['Kung Pao Chicken', 'SweetFire Chicken Breast', 'Spring Roll', 'Fountain Soda', 'Mushroom Chicken', 'Water Bottle']"
1049,7,2024-11-05 20:27:00,44.40,Gift Card,"[3, 6, 21, 4, 3, 9, 4, 12, 11, 11, 16, 17, 16, 16, 24, 13]","['Kung Pao Chicken', 'Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'White Rice', 'Egg Roll', 'Coke', 'Apple Juice', 'String Bean Chicken', 'Apple Pie Roll']"
1050,5,2024-11-05 09:50:00,43.55,Gift Card,"[3, 3, 1, 9, 7, 21, 20, 9, 22, 22, 22, 11, 16, 15, 24]","['Orange Chicken', 'Kung Pao Chicken', 'Black Pepper Steak', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'Fountain Soda', 'Coke', 'Mushroom Chicken', 'String Bean Chicken', 'Super Greens', 'Apple Pie Roll']"
1051,7,2024-11-05 15:13:00,18.60,Gift Card,"[19, 20, 12, 11, 12]","['Chow Mein', 'White Rice', 'Honey Sesame Chicken', 'Mushroom Chicken']"
1052,2,2024-11-05 11:42:00,40.15,Gift Card,"[9, 19, 1, 9, 21, 22, 12, 10, 10, 16, 16, 14, 14, 23]","['Orange Chicken', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'White Rice', 'Spring Roll', 'Coke', 'Honey Sesame Chicken', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons']"
1053,8,2024-11-05 09:15:00,25.80,Gift Card,"[2, 2, 18, 3, 17, 15]","['Beijing Beef', 'Kung Pao Chicken', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken']"
1054,6,2024-11-05 13:51:00,26.00,Gift Card,"[7, 7, 2, 9, 22, 16, 23, 14, 13, 23]","['Beijing Beef', 'Black Pepper Steak', 'Sweet and Sour Chicken Breast', 'Egg Roll', 'Spring Roll', 'Coke', 'Super Greens', 'Cream Cheese Rangoons']"
1055,6,2024-11-05 19:45:00,30.15,Gift Card,"[19, 7, 7, 8, 12, 11, 11, 11, 23]","['Black Pepper Steak', 'Broccoli Beef', 'Chow Mein', 'White Rice', 'Honey Sesame Chicken', 'Cream Cheese Rangoons']"
1056,9,2024-11-05 18:34:00,42.40,Cash,"[6, 4, 5, 9, 4, 5, 9, 5, 11, 12, 12, 25, 15, 15, 25]","['Honey Walnut Shrimp', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'White Rice', 'Fountain Soda', 'Water Bottle']"
1057,1,2024-11-05 15:40:00,22.10,Gift Card,"[8, 22, 11, 12, 17, 16]","['Broccoli Beef', 'Chow Mein', 'White Rice', 'Coke', 'Apple Juice', 'Super Greens']"
1058,6,2024-11-05 18:59:00,37.40,Credit,"[4, 1, 4, 8, 19, 22, 22, 11, 11, 16, 17, 17]","['Orange Chicken', 'Honey Walnut Shrimp', 'Broccoli Beef', 'Chow Mein', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Super Greens']"
1059,5,2024-11-05 13:26:00,47.60,Gift Card,"[18, 5, 5, 2, 20, 8, 9, 5, 16, 13, 23]","['Beijing Beef', 'Teriyaki Chicken', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Egg Roll', 'Coke', 'Bourbon Chicken', 'Mushroom Chicken', 'Cream Cheese Rangoons']"
1060,2,2024-11-05 09:46:00,31.10,Credit,"[1, 3, 8, 2, 7, 9, 12, 22, 25, 17, 13, 24]","['Orange Chicken', 'Beijing Beef', 'Kung Pao Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'White Rice', 'Egg Roll', 'Apple Juice', 'Super Greens', 'Apple Pie Roll', 'Water Bottle']"
1061,9,2024-11-05 15:42:00,23.70,Gift Card,"[4, 10, 10, 25, 16, 16, 23, 14]","['Honey Walnut Shrimp', 'Fried Rice', 'Spring Roll', 'Coke', 'Cream Cheese Rangoons', 'Water Bottle']"
1062,2,2024-11-05 09:16:00,38.70,Gift Card,"[4, 6, 21, 19, 8, 22, 16, 17, 25, 15, 14, 24, 23, 14]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Spring Roll', 'Fountain Soda', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
1063,4,2024-11-05 11:56:00,43.90,Credit,"[3, 3, 6, 3, 3, 18, 2, 17, 25, 15]","['Beijing Beef', 'Kung Pao Chicken', 'SweetFire Chicken Breast', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Water Bottle']"
1064,3,2024-11-05 17:50:00,39.00,Cash,"[2, 1, 3, 7, 7, 7, 19, 2, 11, 12, 15, 13, 23]","['Orange Chicken', 'Beijing Beef', 'Kung Pao Chicken', 'Black Pepper Steak', 'Chow Mein', 'White Rice', 'Egg Roll', 'Fountain Soda', 'Honey Sesame Chicken', 'Cream Cheese Rangoons']"
1065,8,2024-11-05 20:34:00,30.90,Gift Card,"[6, 6, 20, 7, 3, 7, 20, 11, 12, 10]","['Kung Pao Chicken', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Fried Rice', 'Chow Mein', 'White Rice', 'Mushroom Chicken']"
1066,10,2024-11-05 08:08:00,33.10,Cash,"[2, 5, 5, 4, 9, 12, 22, 17, 17, 24, 13, 23, 23]","['Beijing Beef', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'Sweet and Sour Chicken Breast', 'White Rice', 'Egg Roll', 'Apple Juice', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1067,3,2024-11-05 10:51:00,35.75,Credit,"[9, 19, 11, 11, 12, 10, 17, 25, 16, 24, 24, 24]","['Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'White Rice', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Apple Pie Roll', 'Water Bottle']"
1068,6,2024-11-05 15:03:00,32.95,Cash,"[2, 1, 8, 19, 18, 20, 13]","['Orange Chicken', 'Beijing Beef', 'Broccoli Beef', 'Egg Roll', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken']"
1069,2,2024-11-05 17:24:00,22.45,Cash,"[20, 19, 2, 22, 10, 17, 17, 14]","['Beijing Beef', 'Fried Rice', 'Spring Roll', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Super Greens']"
1070,10,2024-11-05 19:54:00,41.60,Cash,"[9, 20, 2, 4, 1, 20, 1, 12, 15, 23, 24, 23, 23]","['Orange Chicken', 'Beijing Beef', 'Honey Walnut Shrimp', 'Sweet and Sour Chicken Breast', 'White Rice', 'Fountain Soda', 'Mushroom Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1071,10,2024-11-05 14:04:00,49.15,Cash,"[18, 8, 19, 6, 21, 20, 3, 17, 15, 17, 14, 24, 23]","['Kung Pao Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1072,9,2024-11-05 09:55:00,38.50,Credit,"[3, 22, 12, 10, 12, 15, 16, 17, 17, 23, 24, 24, 24]","['Kung Pao Chicken', 'Fried Rice', 'White Rice', 'Fountain Soda', 'Coke', 'Apple Juice', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
1073,4,2024-11-05 17:48:00,42.25,Credit,"[3, 6, 8, 5, 5, 4, 7, 9, 11, 10, 16, 17, 16, 13]","['Kung Pao Chicken', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Coke', 'Apple Juice']"
1074,8,2024-11-05 18:53:00,20.35,Credit,"[6, 21, 10, 12, 22, 24]","['SweetFire Chicken Breast', 'Fried Rice', 'White Rice', 'String Bean Chicken', 'Super Greens', 'Apple Pie Roll']"
