OrderId,ThingsOrdered
1091,"[7, 21, 20, 7, 8, 20, 11, 12, 11, 12, 15, 17, 25, 13, 14, 24]"
1092,"[4, 21, 5, 21, 18, 19, 8, 11, 22, 11, 16, 15, 15, 25, 23, 13, 23, 24]"
1093,"[5, 9, 3, 19, 20, 6, 4, 12, 13, 14]"
1094,"[19, 5, 7, 19, 12, 10, 22, 12, 23, 13]"
1095,"[3, 19, 7, 21, 4, 10, 17, 14, 23, 14, 23]"
1096,"[3, 5, 18, 5, 5, 8, 9, 1, 12, 12, 16, 25, 14]"
1097,"[9, 1, 2, 11, 11, 15, 23, 14, 13, 14]"
1098,"[3, 20, 3, 5, 7, 16, 24]"
1099,"[2, 7, 19, 3, 7, 4, 3, 16, 16, 15, 16, 14, 24, 24, 24]"
1100,"[19, 2, 9, 18, 9, 3, 21, 22, 15, 25, 25, 14, 23, 24]"
1101,"[1, 15, 14]"
1102,"[9, 21, 6, 21, 20, 3, 21, 2, 15, 25, 23]"
1103,"[2, 5, 4, 12, 12, 17, 25, 15, 15, 14, 23]"
1104,"[8, 1, 18, 10, 24, 24, 13]"
1105,"[18, 17, 15, 25, 24, 13, 23, 13]"
1106,"[9, 5, 18, 3, 4, 2, 20, 25]"
1107,"[2, 6, 21, 18, 10, 11, 10, 10, 15, 17, 16, 25, 13]"
1108,"[9, 2, 21, 3, 8, 22, 17, 16, 15, 14]"
1109,"[9, 2, 6, 4, 18, 8, 4, 12, 10, 14, 14, 13, 13]"
1110,"[20, 19, 5, 20, 12, 15, 15, 16, 16, 24, 13]"
1111,"[19, 3, 8, 18, 7, 1, 6, 6, 22, 22, 16, 25, 24, 14, 13, 24]"
1112,"[8, 21, 9, 9, 2, 22, 11, 17, 25, 24, 13, 24, 14]"
1113,"[19, 21, 12, 10, 22, 12, 15, 25, 25, 25, 23, 14]"
1114,"[21, 18, 9, 13, 13, 13]"
1115,"[20, 2, 19, 6, 8, 9, 25]"
1116,"[8, 19, 16, 15, 15]"
1117,"[6, 9, 21, 21, 2, 7, 23, 23]"
1118,"[2, 18, 9, 2, 6, 12, 10, 23, 23, 14, 23]"
1119,"[4, 6, 9, 11, 10, 25, 24, 23, 23]"
1120,"[9, 6, 17, 15, 16, 16, 14]"
1121,"[18, 6, 9, 2, 2, 5, 3, 24, 14, 14]"
1122,"[20, 18, 5, 10, 22, 24, 13]"
1123,"[5, 19, 7, 4, 18, 20, 18, 10, 22, 13, 24, 23, 13]"
1124,"[18, 18, 18, 22, 16, 25, 13, 13, 14]"
1125,"[9, 8, 2, 3, 6, 22, 14]"
1126,"[21, 7, 18, 12, 12, 14, 24]"
1127,"[19, 18, 7, 4, 18, 1, 3, 10, 12, 10, 14]"
1128,"[7, 2, 21, 19, 16, 17]"
1129,"[7, 15, 25, 16, 16]"
1130,"[21, 3, 12, 11, 11, 22, 16, 25, 14, 24, 23]"
1131,"[5, 20, 18, 6, 11, 15]"
1132,"[20, 12, 10, 22, 11, 17, 17, 13, 24]"
1133,"[4, 20, 8, 7, 8, 6, 10, 22, 14, 23, 23, 23]"
1134,"[5, 5, 18, 19, 18, 3, 22, 10, 22, 24, 23]"
1135,"[4, 9, 8, 9, 19, 12, 10, 11, 17, 16, 16, 13]"
1136,"[21, 8, 7, 22, 22, 12, 17, 25, 13]"
1137,"[6, 11, 23, 23]"
1138,"[6, 2, 9, 23, 23]"
1139,"[2, 20, 17, 16, 24, 14, 24, 24]"
1140,"[4, 4, 8, 2, 6, 9, 15, 15, 24, 14, 23]"
1141,"[1, 18, 6, 20, 10, 10, 23]"
1142,"[9, 11, 17, 17, 14, 14]"
1143,"[2, 1, 18, 17, 23, 14]"
1144,"[9, 10, 11, 11, 11, 15, 25, 15, 13]"
1145,"[8, 4, 4, 18, 2, 12, 10, 22, 25, 17, 17]"
1146,"[7, 9, 9, 10, 10, 11, 25, 13, 14, 14]"
1147,"[4, 7, 25, 17, 25]"
1148,"[18, 18, 21, 3, 12, 22, 11, 25, 16, 17, 24]"
1149,"[20, 6, 2, 18, 18, 20, 8, 10, 10, 16, 25, 17, 25]"
1150,"[18, 8, 3, 19, 12, 10, 11, 25, 24, 23, 23]"
1151,"[19, 19, 21, 5, 5, 18, 18, 21, 22, 12, 11, 17, 15, 17]"
1152,"[1, 8, 8, 2, 12, 10, 13, 24, 23, 24]"
1153,"[21, 6, 12, 22, 12, 12, 24, 14, 13, 14]"
1154,"[18, 21, 2, 9, 2, 18, 18, 6, 25, 13]"
1155,"[18, 17]"
1156,"[20, 21, 3, 7, 22, 22, 10, 25, 25, 25, 25, 14]"
1157,"[4, 20, 9, 8, 20, 10, 11, 11, 12, 16, 15, 16, 16, 13, 23]"
1158,"[19, 6, 19, 19, 3, 19, 10, 10, 25, 25, 15]"
1159,"[4, 21, 9, 8, 4, 22, 12, 11, 11, 23, 23, 24, 24]"
1160,"[2, 2, 9, 6, 11, 13, 14, 13]"
1161,"[4, 5, 6, 2, 21, 1, 19, 13, 13, 24]"
1162,"[2, 20, 21, 9, 1, 3, 22, 22, 12, 17, 16, 14, 13, 13]"
1163,"[20, 4, 19, 19, 10, 13, 13, 13, 24]"
1164,"[21, 6, 21, 3, 18, 4, 12, 25]"
1165,"[2, 5, 2, 8, 18, 1, 21, 22]"
1166,"[9, 3, 20, 11, 12, 11, 15, 16, 17, 17, 14, 13, 23, 23]"
1167,"[3, 19, 22, 22, 15, 14, 24]"
1168,"[8, 18, 7, 21]"
1169,"[21, 20, 4, 18, 6, 9, 1, 4, 10, 11, 12, 11, 23, 24, 13]"
1170,"[18, 18, 18, 19, 2, 7, 12, 25, 23, 23, 23]"
1171,"[21, 2, 9, 12, 12, 22, 16, 15, 14, 14]"
1172,"[2, 18, 1, 7, 9, 5, 10, 11, 12, 25, 25, 17, 25, 13, 23]"
1173,"[8, 3, 19, 2, 19, 2, 6, 12, 15, 16, 25, 17, 14]"
1174,"[6, 6, 19, 5, 12, 11, 12, 15, 15, 14, 24, 14, 13]"
1175,"[21, 2, 5, 4, 11, 25, 16, 16, 24, 13, 14, 24]"
1176,"[20, 8, 16, 17]"
1177,"[4, 6, 22, 22, 12, 15, 15, 25, 24, 23, 23]"
1178,"[9, 2, 7, 18, 22, 11, 10, 11, 25, 25, 17, 15]"
1179,"[7, 2, 18, 9, 20, 22, 22, 12, 10]"
1180,"[1, 19, 18, 8, 3, 10, 10, 12, 25, 17, 25, 23, 14, 13, 24]"
1181,"[5, 5, 21, 7, 8, 2, 4, 9, 11, 10, 12, 17, 25, 17, 15]"
1182,"[18, 12, 25, 14, 23]"
1183,"[20, 19, 2, 7, 1, 1, 18, 13, 23, 14]"
1184,"[18, 9, 21, 21, 6, 12, 11, 10, 22, 15, 24, 14]"
1185,"[21, 18, 21, 5, 6, 9, 21, 7, 11, 22, 10, 12, 17, 15]"
1186,"[7, 2, 20, 17, 16, 15, 23, 14, 24]"
1187,"[1, 2, 11, 15, 17, 14]"
1188,"[6, 19, 22, 11, 10, 15, 15, 16, 16, 24, 24]"
1189,"[18, 21, 4, 8, 12, 12, 22, 14, 13]"
1190,"[21, 8, 6, 5, 20, 3, 9, 1, 12, 17, 25, 17, 25, 13, 13, 13, 23]"
1191,"[8, 6, 3, 7, 10, 12, 16, 15, 16, 14, 23, 24]"
1192,"[3, 1, 19, 20, 6, 20, 11, 10, 11, 16]"
1193,"[8, 10, 17, 17, 17, 16, 24, 23, 23]"
1194,"[7, 20, 4, 21, 11, 16, 15]"
1195,"[3, 19, 12, 11, 11, 17, 16, 25, 17, 24, 24]"
1196,"[6, 5, 2, 12, 22, 17, 25, 24]"
1197,"[3, 3, 9, 2, 4, 6, 3, 21, 11, 17, 25, 25, 14]"
1198,"[3, 10, 10, 10]"
1199,"[9, 1, 4, 1, 20, 22, 22, 17, 17, 13]"
1200,"[1, 20, 7, 3, 18, 4, 3, 18, 11, 25, 15, 23, 23, 23]"
1201,"[7, 1, 9, 8, 4, 11, 10, 22, 15, 25]"
1202,"[2, 21, 21, 21, 18, 12, 22, 12, 12, 25, 15, 25, 16, 24, 13, 14]"
1203,"[6, 22, 11, 25, 15, 23, 24]"
1204,"[20, 1, 6, 5, 8, 4, 22, 22, 11, 25, 25, 17, 16, 24, 23]"
1205,"[21, 7, 21, 5, 1, 22, 16, 16, 17, 24, 14, 14, 14]"
1206,"[21, 20, 6, 4, 5, 22, 10, 12, 22, 25, 15, 17, 25, 13]"
1207,"[7, 3, 7, 7, 22, 10, 22, 10]"
1208,"[9, 20, 3, 19, 19, 2, 11, 12, 12, 22, 25, 25, 15, 14]"
1209,"[5, 18, 2, 18, 21, 4, 2, 15, 24]"
1210,"[18, 22, 10, 16, 17, 15, 14, 24, 14]"
1211,"[4, 20, 19, 2, 21, 16, 15, 23, 13]"
1212,"[19, 9, 5, 6, 6, 4, 15, 15, 16, 13, 24, 23, 23]"
1213,"[20, 21, 9, 18, 9, 7, 18, 12, 11, 22, 25, 16, 23]"
1214,"[7, 21, 3, 5, 22, 22, 12, 16, 13, 13, 13]"
1215,"[8, 9, 9, 5, 19, 9, 19, 22, 12, 17, 24, 14, 24]"
1216,"[18, 18, 18, 4, 6, 4, 16, 17, 17, 16]"
1217,"[19, 1, 4, 1, 2, 1, 10, 11, 10, 13]"
1218,"[8, 3, 3, 1, 4, 18, 12, 15, 13, 14]"
1219,"[21, 19, 18, 23]"
1220,"[9, 9, 8, 12, 22, 25, 15, 14]"
1221,"[9, 21, 19, 9, 18, 20, 1, 8, 17, 16, 25]"
1222,"[18, 22, 12, 22, 17, 15, 23, 23, 24, 23]"
1223,"[20, 21, 8, 8, 1, 21, 10, 10, 25, 17, 17, 17, 14, 14, 23]"
1224,"[1, 12, 10, 12, 12, 25, 14, 23, 23]"
1225,"[7, 6, 5, 9, 19, 21, 2, 11, 17, 17, 15, 13, 24, 24, 24]"
1226,"[7, 19, 19, 4, 21, 2, 2, 19, 12, 14, 14, 24]"
1227,"[6, 18, 21, 4, 5, 9, 22, 10, 12, 23]"
1228,"[1, 9, 11, 10, 10, 22, 15, 16, 16, 25, 23, 13, 23, 23]"
1229,"[21, 8, 4, 1, 1, 19, 3, 11, 12, 22, 12, 25, 25, 15, 13, 14, 24]"
1230,"[19, 4, 20, 21, 7, 6, 22, 10, 22, 11, 15, 15, 24, 24]"
1231,"[1, 16, 17, 16, 17, 24, 14, 24]"
1232,"[4, 21, 9, 8, 3, 12, 11, 25, 16, 25, 23, 14, 13, 14]"
1233,"[19, 19, 11, 22, 22, 22, 15, 16, 23, 23, 23, 13]"
1234,"[18, 19, 10, 10, 25, 15, 13, 13]"
1235,"[20, 20, 1, 12, 10, 11, 10, 14]"
1236,"[3, 20, 20, 2, 5, 4, 22, 10, 12, 14, 13]"
1237,"[1, 1, 3, 7, 5, 9, 20, 12, 25, 25, 17, 25, 23, 14, 14]"
1238,"[20, 7, 7, 2, 5, 11, 14, 23, 13, 24]"
1239,"[3, 18, 19, 19, 15, 16, 25, 15, 13, 14, 14]"
1240,"[6, 18, 6, 2, 22, 23, 14, 13]"
1241,"[2, 2, 8, 7, 7, 9, 15]"
1242,"[21, 15, 15]"
1243,"[8, 9, 5, 21, 20, 10, 10, 11, 16, 17, 13, 14, 23]"
1244,"[21, 3, 18, 5, 20, 6, 5, 25, 13, 23, 24]"
1245,"[1, 2, 2, 21, 5, 6, 15, 16, 13, 23]"
1246,"[19, 9, 19, 10, 11, 10, 25, 25, 16, 15, 23, 13, 14, 13]"
1247,"[4, 18, 11, 10, 25, 15, 25, 25, 24]"
1248,"[3, 1, 4, 12, 11, 10, 12, 25, 13, 24]"
1249,"[6, 9, 7, 10, 12, 12, 22, 14]"
1250,"[7, 6, 3, 4, 9, 3, 21, 11, 10, 12, 22, 13, 13, 13, 14]"
1251,"[5, 2, 10, 11, 17, 17, 16, 24, 23, 13, 23]"
1252,"[6, 8, 8, 9, 20, 4, 9, 22, 10, 12, 17, 14, 24, 13, 13]"
1253,"[18, 22, 12, 12, 22, 15, 25, 16]"
1254,"[3, 5, 21, 11, 11, 22, 17, 23]"
1255,"[21, 3, 20, 21, 5, 16, 15, 17, 23, 23, 24]"
1256,"[1, 6, 5, 21, 5, 6, 18, 22, 10, 10, 12, 16, 25, 25, 16, 24, 23]"
1257,"[1, 8, 19, 3, 9, 1, 9, 22, 22, 10, 12, 25]"
1258,"[3, 19, 12, 12, 11, 17, 24]"
1259,"[1, 6, 6, 19, 4, 3, 5, 19, 12, 22, 25, 15]"
1260,"[7, 21, 9, 11, 17, 17, 17, 14, 14, 23]"
1261,"[4, 3, 19, 2, 4, 19, 18, 19, 22, 10, 12, 23]"
1262,"[7, 19, 20, 1, 18, 2, 4, 18, 11, 22, 11, 12, 17, 17, 16, 23, 13, 13, 14]"
1263,"[20, 19, 5, 4, 3, 12, 12, 17, 15, 24, 13, 14]"
1264,"[18, 5, 7, 10, 22, 25, 17, 25, 17]"
1265,"[1, 20, 5, 1, 19, 9, 8, 20, 12, 11, 22, 10, 25, 15, 17, 13, 23]"
1266,"[2, 1, 4, 21, 5, 6, 21, 22, 10, 10, 10, 25, 24, 14, 14]"
1267,"[5, 6, 18, 20, 1, 3, 8, 11, 22, 12, 12, 25]"
1268,"[8, 18, 2, 19, 10, 10, 16, 15, 15, 16, 24, 23, 14]"
1269,"[1, 21, 6, 15, 17, 25, 17, 14, 24, 23, 23]"
1270,"[7, 12, 16, 16, 14, 14]"
1271,"[4, 1, 9, 21, 4, 20, 3, 22, 12, 22, 10, 23]"
1272,"[7, 6, 21, 12, 12, 17, 17, 16, 15, 23, 24, 23]"
1273,"[8, 2, 12, 10, 10, 25, 23]"
1274,"[19, 6, 5, 6, 15, 17, 24, 13, 24, 23]"
1275,"[5, 3, 11, 11, 12, 14, 23]"
1276,"[19, 20, 3, 21, 5, 9, 7, 22, 12, 10, 10, 23, 24, 14]"
1277,"[5, 7, 22, 12, 14, 13]"
1278,"[2, 1, 9, 22, 12, 22, 17]"
1279,"[8, 19, 18, 1, 18, 20, 11, 22, 22, 12, 23, 13, 14]"
1280,"[8, 19, 1, 8, 10, 10, 10, 22, 25]"
1281,"[18, 19, 8, 21, 20, 6, 21, 19, 15, 15, 16]"
1282,"[5, 4, 1, 6, 20, 19, 1, 6, 10, 10, 25, 17, 23]"
1283,"[9, 21, 5, 20, 12, 16, 15, 23, 24]"
1284,"[19, 11, 17, 17]"
1285,"[1, 7, 8, 12, 10, 11, 15, 16, 15, 16, 24, 14, 13, 23]"
1286,"[20, 1, 8, 4, 2, 9, 18, 11, 11, 12, 11, 25, 16, 25, 24, 24, 14]"
1287,"[7, 12, 12, 12, 22, 25, 25, 24, 24, 24, 13]"
1288,"[4, 2, 4, 3, 9, 10, 22, 12, 13, 14, 24, 23]"
1289,"[20, 8, 19, 21, 2, 12, 22, 22, 16, 17, 17, 24, 23, 13]"
1290,"[3, 2, 1, 5, 20, 19, 22, 12, 10, 11, 16, 23]"
1291,"[2, 3, 20, 21, 21, 10, 10, 25, 16, 16, 13, 13, 14, 14]"
1292,"[4, 20, 7, 11, 16, 15, 15, 17, 23]"
1293,"[21, 8, 9, 6, 20, 19, 10, 10, 25, 17, 23, 14, 14]"
1294,"[4, 7, 22, 25, 16, 17, 25, 24]"
1295,"[20, 19, 2, 22, 16, 23]"
1296,"[18, 5, 7, 21, 18, 9, 8, 12, 11, 10, 15, 25, 25, 16, 13, 14]"
1297,"[1, 1, 19, 2, 2, 5, 20, 3, 22, 10, 10, 11, 17, 17, 25, 24]"
1298,"[2, 6, 9, 4, 8, 9, 18, 15, 25, 25, 17, 23]"
1299,"[5, 2, 21, 6, 9, 2, 5, 9, 17, 16, 25, 23]"
1300,"[7, 1, 6, 9, 4, 2, 22, 10, 11, 15, 14, 24, 14]"
1301,"[5, 18, 9, 20, 6, 18, 6, 10, 22, 12, 15, 17, 16, 24, 24, 24]"
1302,"[6, 20, 18, 4, 5, 9, 2, 1, 25, 23, 13, 24, 23]"
1303,"[2, 2, 22, 24]"
1304,"[18, 1, 8, 1, 8, 3, 19, 11, 12, 12, 17, 25, 16, 17, 13, 23]"
1305,"[9, 11, 10, 13, 14, 24]"
1306,"[19, 8, 18, 12, 17, 23, 14, 14, 14]"
1307,"[19, 6, 19, 9, 21, 5, 8, 7, 17, 23, 24, 13]"
1308,"[18, 4, 5, 18, 5, 2, 9, 17, 16, 15, 17]"
1309,"[19, 6, 4, 9, 9, 21, 3, 2, 10, 12]"
1310,"[6, 13, 14, 13]"
1311,"[9, 19, 21, 8, 22, 12, 25, 16, 15, 23, 24, 24, 23]"
1312,"[6, 25, 23, 24, 14]"
1313,"[8, 10, 22, 15, 15, 15, 16]"
1314,"[6, 18, 19, 18, 6, 6, 10, 11, 16, 17]"
1315,"[21, 2, 3, 8, 10, 22, 12, 15, 17, 24, 24, 24]"
1316,"[7, 9, 5, 3, 3, 3, 8, 1, 10, 10]"
1317,"[3, 5, 20, 4, 3, 2, 8, 19, 10, 17, 17, 24, 13]"
1318,"[6, 11, 17, 16, 23]"
1319,"[20, 21, 20, 19, 7, 9, 18, 7, 12, 10, 16, 17, 16, 13]"
1320,"[4, 4, 5, 18, 19, 20, 22, 25, 16, 16, 17, 14, 23, 24]"
1321,"[4, 2, 9, 9, 4, 6, 2, 17, 24, 23, 24, 24]"
1322,"[5, 22, 16, 17, 17]"
1323,"[9, 11, 16, 16, 16, 25, 23, 24]"
1324,"[8, 1, 7, 4, 8, 1, 20, 22, 11, 25, 24, 13]"
1325,"[18, 25, 16, 24, 24, 23, 24]"
1326,"[19, 19, 21, 9, 7, 2, 3, 11, 11, 17, 16, 15, 25, 13]"
1327,"[20, 18, 18, 6, 11, 10, 15, 16]"
1328,"[3, 2, 2, 20, 8, 1, 20, 12, 22, 10, 11, 17, 13, 23, 24]"
1329,"[8, 5, 6, 4, 22, 12, 25, 14]"
1330,"[7, 8, 1, 11, 11, 10, 11, 17, 17, 25, 25, 13, 24, 14]"
1331,"[1, 19, 19, 15, 16, 17, 15]"
1332,"[7, 5, 8, 5, 1, 20, 9, 1, 22, 12, 14, 14, 14, 23]"
1333,"[18, 20, 18, 21, 5, 4, 11, 11, 11, 16, 16, 13, 24, 23, 24]"
1334,"[4, 20, 19, 1, 22, 22, 12, 25, 17, 25, 17, 24, 13, 14, 14]"
1335,"[8, 3, 3, 21, 19, 5, 1, 3, 12, 22, 15, 17, 17, 13, 13]"
1336,"[18, 21, 18, 20, 16, 24, 24, 13]"
1337,"[6, 9, 25, 25, 15, 16, 23, 23]"
1338,"[21, 1, 7, 5, 20, 21, 8, 6, 15, 17, 24, 14, 23, 24]"
1339,"[4, 5, 10, 22, 25, 25, 13, 24, 24, 14]"
1340,"[19, 2, 6, 21, 21, 19, 4, 19, 12, 10, 11, 22, 17, 25, 24]"
1341,"[19, 11, 17, 13, 14, 14, 23]"
1342,"[2, 1, 19, 6, 20, 19, 9, 22, 11, 25]"
1343,"[7, 18, 5, 11, 10, 17, 16, 17, 15, 14]"
1344,"[21, 6, 8, 22, 12, 17, 16, 25, 13, 23, 13, 13]"
1345,"[8, 2, 9, 22, 11, 17, 25, 14]"
1346,"[9, 20, 11, 17, 15, 14, 24, 23, 24]"
1347,"[9, 5, 18, 20, 3, 6, 18, 15, 17, 25, 23, 14]"
1348,"[6, 10, 10, 12, 15, 16, 16]"
1349,"[19, 7, 20, 6, 19, 11, 12, 10, 16, 17, 25, 24, 13, 23]"
1350,"[18, 5, 1, 6, 11, 12, 23, 13, 23]"
1351,"[21, 10, 11, 25, 14, 23]"
1352,"[18, 10, 12, 17, 16]"
1353,"[7, 20, 19, 10, 11, 12, 10, 16, 25, 23, 14, 24, 13]"
1354,"[8, 6, 5, 3, 7, 12, 22, 15, 17, 24, 13]"
1355,"[8, 20, 6, 18, 21, 16, 24, 14]"
1356,"[4, 3, 18, 4, 7, 1, 6, 9, 25, 17, 23, 14, 13, 14]"
1357,"[21, 7, 4, 11, 22, 22, 17, 17, 15, 23]"
1358,"[2, 1, 12, 22, 25, 17, 17, 17, 13, 24, 23, 23]"
1359,"[9, 9, 20, 12, 11, 16]"
1360,"[7, 7, 21, 16, 16, 17, 16, 14, 13, 14, 23]"
1361,"[6, 6, 3, 15, 16, 17, 13, 14, 13]"
1362,"[1, 3, 6, 12, 10, 15, 25, 17, 17, 14]"
1363,"[4, 8, 20, 10, 10, 16, 15, 13]"
1364,"[19, 1, 2, 20, 21, 10, 12, 12, 22, 15, 24, 24, 13, 14]"
1365,"[4, 7, 21, 19, 9, 21, 10, 15, 15, 25, 23]"
1366,"[3, 1, 4, 12, 22, 22, 16, 13, 24, 14, 14]"
1367,"[3, 18, 21, 11, 10, 12, 12, 15, 23]"
1368,"[2, 4, 4, 1, 1, 18, 5, 20, 14, 24, 14, 13]"
1369,"[2, 21, 7, 18, 11, 16, 25, 17, 25, 24, 24]"
1370,"[18, 11, 11, 22, 22, 14, 13, 23, 13]"
1371,"[20, 22, 22, 22, 17, 16, 17, 24]"
1372,"[1, 12, 11, 11, 15, 17, 17, 15, 14, 13, 13, 13]"
1373,"[20, 21, 10, 12, 11, 17, 15, 23, 24]"
1374,"[18, 19, 9, 18, 1, 8, 3, 4, 12, 17, 16, 15, 24, 24]"
1375,"[4, 22, 22, 12, 13, 23, 14]"
1376,"[4, 8, 18, 21, 6, 10, 11, 17, 15]"
1377,"[6, 20, 20, 8, 1, 12, 10, 13, 14, 24, 23]"
1378,"[19, 6, 3, 2, 19, 2, 21, 7, 11, 16, 23, 14]"
1379,"[20, 1, 5, 1, 18, 6, 6, 15, 24, 14, 23, 14]"
1380,"[21, 2, 6, 19, 4, 9, 6, 21, 22, 11, 22, 15, 15, 14, 13]"
1381,"[19, 4, 18, 18, 21, 4, 5, 18, 23, 13]"
1382,"[21, 9, 20, 5, 3, 5, 1, 11, 22, 16]"
1383,"[8, 5, 21, 9, 19, 21, 8, 12, 11, 22, 25, 13, 24]"
1384,"[7, 20, 5, 19, 10, 12, 22, 11, 15, 15, 24, 13, 14, 24]"
1385,"[1, 1, 10, 11, 15, 17, 16, 17, 14]"
1386,"[7, 20, 8, 1, 4, 9, 11, 24, 24]"
1387,"[21, 4, 20, 19, 7, 4, 18, 7, 11, 10, 15, 17, 16]"
1388,"[1, 2, 9, 4, 22, 12, 16, 16, 15, 13, 24, 23]"
1389,"[7, 2, 9, 7, 19, 6, 7, 8, 11, 12, 11, 25, 15, 14, 23]"
1390,"[6, 1, 8, 6, 3, 3, 12, 11, 15, 15, 16, 15, 24, 14, 13]"
1391,"[5, 4, 22, 17, 16, 15, 17, 14, 13, 24]"
1392,"[21, 1, 11, 25]"
1393,"[6, 8, 1, 17, 24]"
1394,"[4, 19, 5, 16]"
1395,"[18, 3, 6, 1, 1, 3, 18, 20, 22, 15, 17, 17, 23, 13, 13, 14]"
1396,"[9, 12, 11, 10, 23, 13, 24]"
1397,"[4, 6, 11, 11, 16, 17, 23, 14, 24]"
1398,"[9, 9, 20, 2, 20, 7, 2, 7, 16, 17, 16, 13, 24, 24]"
1399,"[2, 1, 3, 7, 6, 4, 5, 9, 22, 15, 25, 17]"
1400,"[7, 2, 1, 21, 10, 22, 11, 22, 16, 25, 15, 15, 23]"
1401,"[3, 1, 1, 2, 3, 3, 11, 16, 16, 17, 24, 14, 24]"
1402,"[6, 2, 21, 19, 12, 24, 23, 23, 23]"
1403,"[21, 10, 11, 22, 17, 15, 24, 23]"
1404,"[18, 19, 7, 20, 8, 10, 11, 12, 12, 17, 14, 14, 14]"
1405,"[7, 12, 16, 13, 13, 14]"
1406,"[7, 11, 16, 15, 14, 23, 23, 14]"
1407,"[1, 9, 20, 3, 12, 11, 10, 12, 15, 15, 15, 13, 13, 24, 14]"
1408,"[19, 9, 6, 15, 16, 17, 16, 14, 13, 14]"
1409,"[21, 18, 9, 21, 16, 25, 25]"
1410,"[7, 5, 4, 3, 12, 16, 17, 17, 24, 13, 24]"
1411,"[18, 4, 2, 19, 4, 6, 11, 22, 22, 15, 17, 16, 17, 23, 24, 14, 23]"
1412,"[2, 19, 3, 2, 7, 7, 1, 2, 10, 15, 24, 14, 14]"
1413,"[7, 3, 7, 5, 6, 19, 21, 20, 10, 10, 23, 14, 13]"
1414,"[19, 2, 19, 11, 11, 11, 12, 15]"
1415,"[1, 11, 11, 22, 10, 25, 14]"
1416,"[21, 20, 3, 7, 11, 10, 22, 16, 16, 25, 13, 13, 13]"
1417,"[6, 20, 12, 10, 12, 16, 25, 25, 24]"
1418,"[8, 9, 4, 4, 19, 19, 21, 11, 11, 16, 15, 25, 16, 13, 14, 23]"
1419,"[4, 20, 6, 6, 9, 19, 11, 16, 15, 17, 14, 23]"
1420,"[2, 1, 5, 12, 12, 23, 24]"
1421,"[7, 8, 21, 21, 16, 25, 16]"
1422,"[20, 4, 18, 4, 21, 10, 12, 16, 16, 15, 15, 14, 24, 24]"
1423,"[19, 18, 18, 2, 18, 8, 2, 18, 11, 11, 11, 17, 15, 25, 25, 13, 23, 24, 24]"
1424,"[19, 20, 21, 9, 2, 9, 6, 10, 16, 16, 15, 16]"
1425,"[8, 21, 20, 12, 12, 25, 17, 15, 16, 24, 13, 14]"
1426,"[1, 22, 12, 10, 11, 24, 23, 14]"
1427,"[7, 5, 19, 6, 10, 10, 22, 10, 15, 13]"
1428,"[8, 19, 4, 4, 19, 18, 10, 12, 10, 11, 13, 23]"
1429,"[1, 10, 22, 10, 25, 16, 17, 16]"
1430,"[20, 1, 25, 15, 25, 25, 24, 23, 23, 24]"
1431,"[4, 3, 22, 17, 16, 25, 24]"
1432,"[21, 18, 6, 9, 8, 9, 9, 22, 10, 15, 13, 13, 14, 13]"
1433,"[9, 4, 12, 22, 25, 17, 25, 14, 14, 24, 23]"
1434,"[3, 8, 8, 5, 5, 4, 8, 11, 16, 13, 13, 13, 23]"
1435,"[4, 19, 5, 9, 19, 21, 11, 10, 22, 11, 25, 17, 17, 16]"
1436,"[7, 6, 5, 21, 23, 14, 24, 23]"
1437,"[1, 4, 15, 17, 15, 25, 23, 24]"
1438,"[19, 3, 4, 19, 7, 12, 12, 15, 13]"
1439,"[4, 18, 22, 11, 10, 14, 14, 13, 24]"
1440,"[3, 3, 2, 19, 19, 3, 20, 12, 16, 17]"
1441,"[2, 1, 7, 18, 18, 7, 18, 3, 11, 24]"
1442,"[21, 7, 3, 5, 1, 8, 11, 10, 22, 22, 25, 16, 25, 15, 13]"
1443,"[18, 7, 15, 16, 25, 13]"
1444,"[20, 8, 4, 22, 10, 22, 15, 14, 14]"
1445,"[2, 20, 9, 22, 17, 13, 13, 23]"
1446,"[5, 6, 3, 21, 6, 7, 11, 11, 11, 11, 16, 17, 17]"
1447,"[6, 8, 12, 10, 10, 14]"
1448,"[21, 2, 4, 3, 2, 5, 18, 22, 10, 10, 11, 14]"
1449,"[6, 1, 19, 3, 5, 20, 11, 16, 15, 16, 16]"
1450,"[4, 6, 1, 4, 2, 19, 9, 6, 13, 14]"
1451,"[20, 2, 20, 22, 10, 22, 22, 17, 16, 15, 25, 23, 24]"
1452,"[21, 3, 1, 20, 11, 10, 12, 11, 25, 23]"
1453,"[20, 19, 19, 2, 3, 1, 2, 16, 25, 16, 16]"
1454,"[18, 5, 15, 16, 24]"
1455,"[1, 20, 6, 3, 6, 1, 7, 12, 10, 10, 17, 13]"
1456,"[1, 1, 18, 3, 19, 1, 9, 19, 11, 17]"
1457,"[7, 20, 8, 8, 4, 4, 10, 10, 15, 15, 15, 15]"
1458,"[7, 9, 21, 4, 19, 2, 6, 11, 25, 17, 15, 13]"
1459,"[9, 8, 20, 1, 2, 19, 11, 12, 25, 23, 24, 24, 14]"
1460,"[18, 5, 3, 9, 1, 6, 3, 10, 11, 12, 11, 15, 23, 13, 13, 14]"
