EmployeeId,SaleDate,AmountSold,PaymentType
8,2024-11-02 17:35:00,25.60,Gift Card
7,2024-11-02 08:39:00,35.30,Gift Card
2,2024-11-02 12:29:00,22.50,Credit
7,2024-11-02 14:21:00,49.80,Cash
6,2024-11-03 11:51:00,39.85,Gift Card
3,2024-11-03 10:10:00,21.95,Cash
4,2024-11-03 08:08:00,33.85,Gift Card
5,2024-11-03 20:53:00,19.20,Gift Card
7,2024-11-03 15:30:00,23.50,Gift Card
7,2024-11-03 16:08:00,30.60,Credit
5,2024-11-03 17:04:00,36.50,Gift Card
7,2024-11-03 11:50:00,32.00,Gift Card
10,2024-11-03 11:31:00,49.80,Gift Card
9,2024-11-03 17:42:00,26.10,Cash
2,2024-11-03 09:14:00,35.50,Credit
7,2024-11-03 14:15:00,36.50,Credit
4,2024-11-03 19:37:00,22.55,Gift Card
6,2024-11-03 10:29:00,42.20,Credit
7,2024-11-03 14:44:00,31.10,Gift Card
7,2024-11-03 11:47:00,32.25,Credit
2,2024-11-03 13:11:00,18.60,Credit
10,2024-11-03 09:25:00,37.75,Credit
8,2024-11-03 15:28:00,37.25,Cash
4,2024-11-03 18:38:00,38.40,Cash
5,2024-11-03 09:30:00,48.25,Gift Card
10,2024-11-03 12:58:00,36.05,Credit
2,2024-11-03 11:10:00,26.50,Credit
8,2024-11-03 16:20:00,38.40,Gift Card
10,2024-11-03 18:31:00,39.10,Gift Card
7,2024-11-03 08:33:00,29.50,Credit
2,2024-11-03 19:51:00,36.05,Credit
8,2024-11-03 20:16:00,35.75,Credit
1,2024-11-03 10:01:00,27.50,Gift Card
5,2024-11-03 11:14:00,39.15,Credit
8,2024-11-03 12:24:00,35.40,Cash
4,2024-11-03 09:23:00,25.80,Cash
5,2024-11-03 17:53:00,31.10,Credit
2,2024-11-03 11:09:00,23.60,Gift Card
1,2024-11-03 18:08:00,27.10,Cash
3,2024-11-03 13:38:00,48.60,Gift Card
1,2024-11-03 18:49:00,32.60,Credit
10,2024-11-03 14:21:00,17.55,Credit
7,2024-11-03 12:03:00,31.75,Gift Card
9,2024-11-03 18:50:00,16.80,Cash
8,2024-11-03 19:37:00,31.20,Credit
8,2024-11-03 11:09:00,40.90,Cash
1,2024-11-03 12:14:00,20.55,Gift Card
4,2024-11-03 10:41:00,29.45,Gift Card
1,2024-11-03 08:46:00,27.50,Credit
10,2024-11-03 19:57:00,26.50,Cash
5,2024-11-03 14:25:00,38.65,Gift Card
4,2024-11-03 19:40:00,32.80,Cash
2,2024-11-03 17:49:00,28.30,Credit
4,2024-11-03 08:09:00,33.50,Credit
5,2024-11-03 12:00:00,28.75,Cash
3,2024-11-03 08:24:00,17.45,Gift Card
8,2024-11-03 14:44:00,24.25,Credit
6,2024-11-03 11:16:00,29.50,Cash
9,2024-11-03 13:46:00,20.65,Cash
7,2024-11-03 20:44:00,38.00,Gift Card
5,2024-11-03 11:54:00,35.00,Gift Card
3,2024-11-03 18:05:00,34.90,Gift Card
5,2024-11-03 13:38:00,30.10,Gift Card
4,2024-11-03 14:53:00,44.55,Credit
5,2024-11-03 14:13:00,15.80,Gift Card
8,2024-11-03 10:52:00,30.35,Gift Card
5,2024-11-03 08:12:00,30.00,Cash
1,2024-11-03 20:53:00,27.70,Gift Card
9,2024-11-03 18:43:00,15.30,Cash
8,2024-11-03 13:23:00,26.75,Cash
6,2024-11-03 18:18:00,33.25,Credit
4,2024-11-03 16:39:00,43.85,Gift Card
8,2024-11-03 09:07:00,48.55,Cash
2,2024-11-03 13:35:00,51.65,Cash
9,2024-11-03 09:19:00,28.30,Cash
7,2024-11-03 11:28:00,32.70,Gift Card
2,2024-11-03 15:03:00,34.90,Cash
10,2024-11-03 16:31:00,23.60,Credit
8,2024-11-03 12:35:00,46.45,Cash
7,2024-11-03 08:32:00,46.50,Gift Card
9,2024-11-03 15:54:00,24.50,Credit
3,2024-11-03 19:48:00,16.55,Gift Card
7,2024-11-03 11:59:00,34.25,Credit
3,2024-11-03 18:39:00,38.75,Gift Card
7,2024-11-03 11:33:00,50.05,Credit
9,2024-11-03 17:32:00,29.30,Credit
8,2024-11-03 15:56:00,10.80,Gift Card
6,2024-11-03 12:55:00,31.65,Cash
10,2024-11-03 12:55:00,35.90,Credit
4,2024-11-03 10:57:00,16.30,Credit
9,2024-11-03 20:19:00,33.10,Credit
2,2024-11-03 10:04:00,15.55,Gift Card
1,2024-11-03 09:20:00,40.65,Credit
7,2024-11-03 19:49:00,5.20,Gift Card
7,2024-11-03 15:56:00,39.90,Cash
10,2024-11-03 14:58:00,17.55,Cash
4,2024-11-03 10:57:00,19.65,Credit
9,2024-11-03 17:09:00,10.40,Gift Card
7,2024-11-03 15:20:00,37.50,Credit
10,2024-11-03 18:56:00,44.55,Cash
9,2024-11-03 15:10:00,35.75,Cash
2,2024-11-03 12:04:00,39.00,Credit
10,2024-11-03 09:07:00,46.60,Credit
6,2024-11-03 09:44:00,45.75,Cash
1,2024-11-03 16:33:00,24.10,Gift Card
7,2024-11-03 14:38:00,18.45,Credit
9,2024-11-03 11:12:00,21.70,Gift Card
3,2024-11-03 08:28:00,24.85,Credit
2,2024-11-03 13:57:00,43.30,Credit
8,2024-11-03 15:23:00,7.70,Gift Card
6,2024-11-03 12:49:00,49.10,Cash
10,2024-11-03 15:45:00,29.00,Cash
6,2024-11-03 17:36:00,35.55,Credit
8,2024-11-03 19:30:00,43.40,Credit
4,2024-11-03 17:55:00,44.10,Cash
7,2024-11-03 11:37:00,25.20,Gift Card
8,2024-11-03 11:58:00,34.25,Credit
4,2024-11-03 14:38:00,27.55,Gift Card
7,2024-11-03 12:06:00,13.30,Cash
8,2024-11-03 20:00:00,38.15,Cash
3,2024-11-03 19:56:00,40.40,Credit
2,2024-11-03 17:54:00,30.90,Credit
4,2024-11-03 15:25:00,27.85,Credit
9,2024-11-03 09:14:00,40.55,Gift Card
7,2024-11-03 09:17:00,24.25,Credit
9,2024-11-03 16:38:00,34.40,Credit
8,2024-11-03 08:49:00,27.10,Credit
10,2024-11-03 13:30:00,24.85,Gift Card
3,2024-11-03 17:00:00,27.80,Gift Card
6,2024-11-03 11:48:00,20.30,Credit
2,2024-11-03 13:12:00,50.55,Cash
5,2024-11-03 19:24:00,47.30,Cash
4,2024-11-03 19:03:00,39.65,Gift Card
7,2024-11-03 13:34:00,21.85,Cash
5,2024-11-03 13:16:00,33.70,Credit
10,2024-11-03 13:39:00,38.25,Credit
7,2024-11-03 13:28:00,37.65,Gift Card
10,2024-11-03 11:10:00,32.50,Gift Card
6,2024-11-03 13:37:00,16.70,Credit
4,2024-11-03 15:07:00,20.00,Gift Card
5,2024-11-03 12:39:00,44.40,Credit
6,2024-11-03 13:49:00,48.40,Gift Card
9,2024-11-03 08:00:00,41.50,Cash
5,2024-11-03 14:22:00,17.80,Gift Card
6,2024-11-03 15:46:00,27.35,Cash
5,2024-11-03 15:01:00,25.20,Credit
9,2024-11-03 12:14:00,52.05,Cash
6,2024-11-03 09:07:00,27.80,Cash
6,2024-11-03 18:24:00,24.05,Credit
5,2024-11-03 16:10:00,42.90,Gift Card
5,2024-11-03 16:44:00,45.55,Cash
10,2024-11-03 10:03:00,48.30,Gift Card
3,2024-11-03 09:05:00,40.45,Cash
6,2024-11-03 15:43:00,34.50,Credit
9,2024-11-03 08:10:00,41.65,Gift Card
5,2024-11-03 09:07:00,38.15,Gift Card
2,2024-11-03 11:53:00,37.35,Cash
7,2024-11-03 16:00:00,37.10,Credit
7,2024-11-03 17:45:00,30.60,Credit
1,2024-11-03 18:22:00,25.30,Cash
4,2024-11-03 12:12:00,30.20,Cash
1,2024-11-03 14:21:00,18.15,Cash
7,2024-11-03 14:24:00,36.05,Gift Card
7,2024-11-03 17:15:00,36.65,Gift Card
2,2024-11-03 11:54:00,22.70,Credit
6,2024-11-03 10:53:00,44.80,Gift Card
5,2024-11-03 17:07:00,13.30,Credit
9,2024-11-03 20:06:00,40.50,Cash
2,2024-11-03 17:40:00,31.50,Credit
7,2024-11-03 09:30:00,46.60,Gift Card
5,2024-11-03 18:31:00,34.75,Credit
4,2024-11-03 10:32:00,43.40,Gift Card
4,2024-11-03 11:27:00,25.20,Gift Card
6,2024-11-03 10:04:00,27.25,Cash
7,2024-11-03 16:08:00,29.45,Cash
8,2024-11-03 09:35:00,37.25,Credit
5,2024-11-03 16:57:00,20.00,Cash
6,2024-11-03 16:40:00,39.70,Cash
10,2024-11-03 18:04:00,31.75,Cash
9,2024-11-03 18:59:00,29.45,Gift Card
10,2024-11-04 08:49:00,27.80,Cash
4,2024-11-04 15:13:00,48.20,Gift Card
7,2024-11-04 17:19:00,23.90,Cash
6,2024-11-04 19:34:00,46.80,Cash
7,2024-11-04 19:27:00,26.50,Credit
6,2024-11-04 12:37:00,38.00,Gift Card
1,2024-11-04 18:30:00,30.60,Cash
6,2024-11-04 15:20:00,39.00,Cash
3,2024-11-04 11:11:00,43.85,Gift Card
9,2024-11-04 20:33:00,16.20,Credit
1,2024-11-04 14:26:00,20.60,Cash
10,2024-11-04 13:42:00,39.70,Credit
5,2024-11-04 17:30:00,30.05,Cash
4,2024-11-04 08:06:00,24.60,Cash
4,2024-11-04 10:13:00,20.80,Credit
8,2024-11-04 12:24:00,34.75,Cash
2,2024-11-04 19:06:00,18.80,Cash
8,2024-11-04 18:03:00,30.20,Gift Card
1,2024-11-04 19:12:00,33.00,Gift Card
5,2024-11-04 14:16:00,33.65,Credit
9,2024-11-04 19:25:00,53.60,Credit
3,2024-11-04 08:09:00,24.50,Gift Card
7,2024-11-04 14:42:00,39.80,Cash
6,2024-11-04 14:57:00,38.80,Gift Card
3,2024-11-04 19:09:00,54.35,Gift Card
6,2024-11-04 11:46:00,37.00,Cash
1,2024-11-04 14:14:00,27.25,Gift Card
1,2024-11-04 20:17:00,30.80,Cash
7,2024-11-04 09:26:00,18.70,Credit
8,2024-11-04 16:53:00,25.10,Cash
3,2024-11-04 10:57:00,34.15,Credit
9,2024-11-04 19:53:00,9.45,Cash
8,2024-11-04 18:04:00,22.30,Gift Card
2,2024-11-04 19:26:00,41.90,Credit
5,2024-11-04 18:30:00,25.20,Cash
7,2024-11-04 10:28:00,11.30,Credit
2,2024-11-04 09:53:00,27.85,Gift Card
4,2024-11-04 16:59:00,32.50,Gift Card
8,2024-11-04 13:57:00,29.70,Gift Card
10,2024-11-04 19:52:00,47.05,Gift Card
6,2024-11-04 12:46:00,14.70,Credit
1,2024-11-04 13:34:00,39.70,Cash
8,2024-11-04 18:17:00,33.85,Gift Card
10,2024-11-04 08:14:00,29.60,Cash
9,2024-11-04 17:43:00,49.35,Cash
3,2024-11-04 15:51:00,27.50,Credit
1,2024-11-04 16:05:00,37.35,Gift Card
1,2024-11-04 18:21:00,44.55,Credit
3,2024-11-04 13:33:00,40.90,Credit
3,2024-11-04 18:05:00,43.65,Credit
5,2024-11-04 16:12:00,12.70,Cash
8,2024-11-04 13:59:00,24.90,Credit
10,2024-11-04 09:30:00,25.70,Credit
1,2024-11-04 15:56:00,39.75,Cash
9,2024-11-04 17:27:00,12.20,Credit
1,2024-11-04 11:53:00,39.05,Cash
4,2024-11-04 09:04:00,20.60,Cash
3,2024-11-04 08:29:00,19.00,Cash
3,2024-11-04 09:48:00,13.55,Credit
4,2024-11-04 11:49:00,42.05,Cash
6,2024-11-04 19:06:00,19.95,Gift Card
10,2024-11-04 08:55:00,34.60,Cash
6,2024-11-04 12:34:00,37.50,Gift Card
8,2024-11-04 15:50:00,36.65,Cash
2,2024-11-04 17:58:00,20.80,Credit
2,2024-11-04 08:08:00,38.70,Credit
3,2024-11-04 13:40:00,29.10,Credit
6,2024-11-04 17:22:00,28.00,Cash
4,2024-11-04 13:32:00,49.55,Credit
10,2024-11-04 08:23:00,23.70,Credit
7,2024-11-04 14:45:00,38.95,Credit
5,2024-11-04 16:25:00,50.30,Gift Card
3,2024-11-04 08:24:00,21.10,Cash
1,2024-11-04 09:07:00,33.40,Credit
4,2024-11-04 10:16:00,19.60,Gift Card
6,2024-11-04 11:20:00,37.25,Cash
1,2024-11-04 20:32:00,40.00,Gift Card
7,2024-11-04 13:04:00,43.40,Cash
1,2024-11-04 10:08:00,29.25,Cash
3,2024-11-04 13:57:00,15.65,Credit
4,2024-11-04 10:04:00,19.05,Gift Card
5,2024-11-04 10:08:00,41.50,Cash
7,2024-11-04 09:01:00,16.70,Gift Card
10,2024-11-04 10:56:00,37.85,Cash
10,2024-11-04 18:42:00,30.75,Cash
3,2024-11-04 19:41:00,43.40,Credit
4,2024-11-04 15:13:00,39.40,Credit
5,2024-11-04 16:18:00,21.20,Cash
10,2024-11-04 14:09:00,32.00,Cash
3,2024-11-04 18:14:00,25.75,Gift Card
3,2024-11-04 11:40:00,46.65,Gift Card
5,2024-11-04 14:58:00,12.95,Cash
8,2024-11-04 11:05:00,45.00,Credit
2,2024-11-04 12:26:00,10.80,Gift Card
1,2024-11-04 20:20:00,30.60,Gift Card
9,2024-11-04 10:06:00,37.85,Credit
10,2024-11-04 13:13:00,29.85,Credit
6,2024-11-04 20:48:00,31.40,Credit
8,2024-11-04 17:52:00,30.75,Cash
9,2024-11-04 19:21:00,14.65,Gift Card
4,2024-11-04 16:32:00,32.00,Gift Card
10,2024-11-04 16:50:00,44.80,Credit
2,2024-11-04 11:21:00,39.05,Gift Card
2,2024-11-04 08:41:00,50.90,Cash
8,2024-11-04 16:19:00,36.50,Gift Card
2,2024-11-04 16:27:00,44.00,Gift Card
1,2024-11-04 20:15:00,40.55,Cash
2,2024-11-04 18:29:00,46.30,Credit
1,2024-11-04 14:44:00,34.75,Cash
5,2024-11-04 20:34:00,39.80,Cash
7,2024-11-04 08:03:00,36.90,Cash
9,2024-11-04 09:18:00,12.70,Credit
9,2024-11-04 19:06:00,42.25,Credit
3,2024-11-04 13:54:00,25.10,Cash
1,2024-11-04 11:38:00,20.60,Cash
5,2024-11-04 09:02:00,45.85,Cash
2,2024-11-04 19:13:00,36.25,Cash
10,2024-11-04 19:36:00,27.45,Credit
9,2024-11-04 18:12:00,19.80,Credit
6,2024-11-04 20:44:00,25.00,Credit
2,2024-11-04 10:19:00,37.30,Cash
3,2024-11-04 13:34:00,16.40,Gift Card
1,2024-11-04 13:28:00,35.20,Credit
1,2024-11-04 15:11:00,15.40,Gift Card
10,2024-11-04 08:12:00,22.70,Credit
10,2024-11-04 10:32:00,25.50,Gift Card
5,2024-11-04 09:21:00,19.45,Cash
5,2024-11-04 08:54:00,27.00,Gift Card
5,2024-11-04 20:41:00,25.20,Gift Card
2,2024-11-04 20:13:00,28.55,Credit
10,2024-11-04 10:30:00,42.15,Cash
5,2024-11-04 08:49:00,33.40,Credit
2,2024-11-04 12:03:00,31.20,Gift Card
8,2024-11-04 18:12:00,21.20,Credit
6,2024-11-04 10:26:00,35.00,Credit
5,2024-11-04 08:07:00,41.65,Cash
7,2024-11-04 18:11:00,30.60,Credit
8,2024-11-04 17:16:00,37.40,Gift Card
4,2024-11-04 09:51:00,31.50,Credit
10,2024-11-04 11:22:00,37.10,Cash
2,2024-11-04 18:01:00,32.70,Gift Card
4,2024-11-04 15:12:00,27.10,Cash
4,2024-11-04 18:55:00,38.80,Credit
10,2024-11-04 11:23:00,35.00,Gift Card
4,2024-11-04 11:26:00,20.30,Cash
9,2024-11-04 08:57:00,32.85,Gift Card
9,2024-11-04 10:14:00,45.75,Gift Card
6,2024-11-04 15:27:00,44.15,Gift Card
8,2024-11-04 15:00:00,39.40,Credit
10,2024-11-04 11:14:00,32.25,Credit
3,2024-11-04 15:23:00,22.70,Gift Card
8,2024-11-04 15:42:00,23.55,Gift Card
8,2024-11-04 15:22:00,16.80,Cash
4,2024-11-04 15:39:00,48.35,Gift Card
10,2024-11-04 20:50:00,15.20,Credit
8,2024-11-04 17:57:00,42.05,Credit
9,2024-11-04 16:37:00,33.00,Gift Card
7,2024-11-04 11:10:00,38.90,Gift Card
8,2024-11-05 20:51:00,37.20,Gift Card
4,2024-11-05 12:08:00,24.45,Credit
7,2024-11-05 11:44:00,49.35,Credit
9,2024-11-05 19:35:00,12.20,Credit
8,2024-11-05 13:19:00,24.75,Credit
9,2024-11-05 08:22:00,18.30,Credit
10,2024-11-05 19:55:00,27.50,Credit
7,2024-11-05 20:02:00,37.65,Credit
7,2024-11-05 15:14:00,42.90,Gift Card
6,2024-11-05 11:28:00,37.05,Gift Card
4,2024-11-05 19:12:00,19.70,Credit
2,2024-11-05 13:56:00,36.25,Cash
6,2024-11-05 11:59:00,25.00,Cash
6,2024-11-05 13:51:00,50.85,Cash
4,2024-11-05 16:57:00,22.35,Cash
10,2024-11-05 08:26:00,31.10,Gift Card
8,2024-11-05 09:31:00,27.00,Credit
5,2024-11-05 17:00:00,17.70,Gift Card
6,2024-11-05 09:00:00,27.35,Cash
6,2024-11-05 16:43:00,31.05,Gift Card
7,2024-11-05 12:11:00,26.90,Credit
6,2024-11-05 12:48:00,41.60,Cash
7,2024-11-05 09:19:00,22.85,Credit
5,2024-11-05 11:40:00,29.60,Gift Card
6,2024-11-05 11:25:00,15.05,Cash
10,2024-11-05 10:16:00,40.70,Gift Card
8,2024-11-05 16:30:00,26.50,Cash
9,2024-11-05 20:52:00,31.20,Cash
1,2024-11-05 12:41:00,42.50,Cash
4,2024-11-05 15:53:00,34.15,Credit
1,2024-11-05 11:00:00,43.15,Gift Card
3,2024-11-05 08:09:00,22.30,Gift Card
3,2024-11-05 16:16:00,32.10,Cash
5,2024-11-05 17:31:00,35.35,Gift Card
10,2024-11-05 19:25:00,14.30,Credit
2,2024-11-05 14:51:00,12.30,Gift Card
8,2024-11-05 12:18:00,31.35,Credit
7,2024-11-05 08:25:00,56.10,Credit
5,2024-11-05 15:34:00,24.10,Cash
3,2024-11-05 19:23:00,30.00,Cash
10,2024-11-05 18:39:00,24.35,Credit
7,2024-11-05 08:31:00,29.45,Gift Card
4,2024-11-05 12:59:00,39.50,Gift Card
5,2024-11-05 14:05:00,29.20,Gift Card
1,2024-11-05 09:39:00,31.25,Credit
8,2024-11-05 15:03:00,20.45,Credit
2,2024-11-05 19:02:00,18.85,Cash
8,2024-11-05 19:26:00,35.75,Gift Card
7,2024-11-05 19:22:00,25.70,Cash
3,2024-11-05 19:31:00,32.65,Gift Card
3,2024-11-05 11:22:00,42.05,Credit
8,2024-11-05 14:46:00,26.00,Cash
2,2024-11-05 11:16:00,16.05,Credit
1,2024-11-05 09:04:00,36.90,Cash
9,2024-11-05 10:02:00,23.15,Cash
1,2024-11-05 19:05:00,21.70,Cash
5,2024-11-05 19:14:00,27.80,Cash
10,2024-11-05 08:31:00,19.45,Gift Card
5,2024-11-05 14:05:00,39.90,Cash
1,2024-11-05 19:28:00,29.60,Cash
1,2024-11-05 08:23:00,29.90,Credit
9,2024-11-05 17:35:00,28.10,Gift Card
2,2024-11-05 16:17:00,21.70,Gift Card
4,2024-11-05 18:31:00,21.55,Gift Card
8,2024-11-05 13:15:00,33.15,Gift Card
6,2024-11-05 16:34:00,29.85,Credit
4,2024-11-05 16:21:00,42.10,Cash
9,2024-11-05 08:10:00,42.65,Cash
2,2024-11-05 10:21:00,43.00,Cash
8,2024-11-05 09:11:00,45.15,Credit
4,2024-11-05 19:14:00,28.10,Credit
3,2024-11-05 12:50:00,20.20,Cash
2,2024-11-05 15:53:00,30.05,Gift Card
6,2024-11-05 10:41:00,40.00,Gift Card
10,2024-11-05 14:59:00,39.40,Cash
8,2024-11-05 10:58:00,30.35,Credit
5,2024-11-05 10:06:00,35.00,Credit
6,2024-11-05 15:10:00,8.70,Gift Card
2,2024-11-05 11:20:00,19.05,Credit
1,2024-11-05 12:29:00,26.75,Gift Card
10,2024-11-05 20:56:00,37.80,Credit
8,2024-11-05 14:55:00,35.60,Credit
10,2024-11-05 10:03:00,40.55,Credit
2,2024-11-05 08:30:00,14.30,Credit
10,2024-11-05 11:18:00,37.20,Gift Card
4,2024-11-05 12:17:00,30.75,Cash
10,2024-11-05 09:29:00,26.10,Gift Card
5,2024-11-05 18:40:00,41.50,Gift Card
3,2024-11-05 11:53:00,24.90,Gift Card
8,2024-11-05 11:08:00,18.90,Gift Card
4,2024-11-05 19:40:00,17.20,Credit
10,2024-11-05 20:34:00,20.05,Cash
5,2024-11-05 14:12:00,41.65,Credit
5,2024-11-05 19:24:00,39.05,Gift Card
3,2024-11-05 19:21:00,10.80,Gift Card
1,2024-11-05 10:20:00,34.00,Cash
5,2024-11-05 19:06:00,15.95,Credit
2,2024-11-05 10:21:00,36.00,Cash
2,2024-11-05 14:41:00,49.15,Credit
2,2024-11-05 18:35:00,25.20,Gift Card
4,2024-11-05 14:09:00,34.85,Gift Card
1,2024-11-05 14:05:00,24.85,Credit
10,2024-11-05 14:13:00,48.40,Credit
1,2024-11-05 16:37:00,35.65,Gift Card
5,2024-11-05 14:53:00,31.75,Cash
4,2024-11-05 20:10:00,35.35,Gift Card
10,2024-11-05 20:11:00,23.45,Cash
3,2024-11-05 16:59:00,23.50,Cash
8,2024-11-05 09:21:00,34.15,Cash
5,2024-11-05 15:14:00,25.10,Cash
3,2024-11-05 10:18:00,37.65,Gift Card
5,2024-11-05 10:32:00,38.55,Gift Card
1,2024-11-05 11:23:00,22.70,Cash
7,2024-11-05 20:14:00,30.00,Credit
7,2024-11-05 19:45:00,44.80,Gift Card
6,2024-11-05 08:29:00,38.40,Cash
4,2024-11-05 11:32:00,25.80,Cash
6,2024-11-05 14:58:00,16.70,Gift Card
7,2024-11-05 11:06:00,24.10,Gift Card
9,2024-11-05 19:28:00,37.90,Cash
10,2024-11-05 13:05:00,31.50,Gift Card
2,2024-11-05 19:46:00,32.75,Gift Card
7,2024-11-05 20:27:00,44.40,Gift Card
5,2024-11-05 09:50:00,43.55,Gift Card
7,2024-11-05 15:13:00,18.60,Gift Card
2,2024-11-05 11:42:00,40.15,Gift Card
8,2024-11-05 09:15:00,25.80,Gift Card
6,2024-11-05 13:51:00,26.00,Gift Card
6,2024-11-05 19:45:00,30.15,Gift Card
9,2024-11-05 18:34:00,42.40,Cash
1,2024-11-05 15:40:00,22.10,Gift Card
6,2024-11-05 18:59:00,37.40,Credit
5,2024-11-05 13:26:00,47.60,Gift Card
2,2024-11-05 09:46:00,31.10,Credit
9,2024-11-05 15:42:00,23.70,Gift Card
2,2024-11-05 09:16:00,38.70,Gift Card
4,2024-11-05 11:56:00,43.90,Credit
3,2024-11-05 17:50:00,39.00,Cash
8,2024-11-05 20:34:00,30.90,Gift Card
10,2024-11-05 08:08:00,33.10,Cash
3,2024-11-05 10:51:00,35.75,Credit
6,2024-11-05 15:03:00,32.95,Cash
2,2024-11-05 17:24:00,22.45,Cash
10,2024-11-05 19:54:00,41.60,Cash
10,2024-11-05 14:04:00,49.15,Cash
9,2024-11-05 09:55:00,38.50,Credit
4,2024-11-05 17:48:00,42.25,Credit
8,2024-11-05 18:53:00,20.35,Credit
3,2024-11-05 15:14:00,27.85,Cash
9,2024-11-05 15:42:00,27.80,Cash
8,2024-11-05 16:11:00,42.80,Credit
8,2024-11-05 18:58:00,33.60,Cash
9,2024-11-05 19:21:00,19.45,Gift Card
3,2024-11-05 14:49:00,18.70,Credit
9,2024-11-05 09:55:00,47.40,Credit
4,2024-11-05 10:10:00,43.15,Gift Card
7,2024-11-05 09:49:00,36.15,Cash
2,2024-11-05 10:36:00,25.70,Gift Card
3,2024-11-05 12:58:00,30.50,Gift Card
1,2024-11-05 12:03:00,29.60,Cash
3,2024-11-05 13:59:00,33.80,Cash
3,2024-11-05 12:37:00,41.50,Credit
2,2024-11-05 19:40:00,31.00,Cash
2,2024-11-05 17:49:00,13.30,Gift Card
1,2024-11-05 16:22:00,44.15,Credit
5,2024-11-05 16:44:00,47.90,Gift Card
8,2024-11-05 17:57:00,35.60,Cash
7,2024-11-05 13:21:00,31.90,Credit
4,2024-11-05 13:04:00,31.20,Cash
8,2024-11-05 16:30:00,39.75,Cash
10,2024-11-05 10:33:00,25.20,Cash
10,2024-11-06 12:22:00,30.25,Credit
3,2024-11-06 08:47:00,53.40,Cash
10,2024-11-06 15:51:00,44.85,Cash
6,2024-11-06 10:04:00,9.45,Gift Card
4,2024-11-06 08:36:00,48.35,Credit
5,2024-11-06 20:45:00,29.20,Credit
6,2024-11-06 14:56:00,16.55,Credit
3,2024-11-06 10:42:00,19.70,Gift Card
8,2024-11-06 10:29:00,38.90,Cash
3,2024-11-06 13:00:00,40.15,Credit
4,2024-11-06 19:55:00,30.95,Credit
6,2024-11-06 15:52:00,34.80,Credit
9,2024-11-06 20:45:00,30.00,Cash
3,2024-11-06 16:16:00,45.00,Gift Card
3,2024-11-06 10:11:00,33.10,Credit
5,2024-11-06 08:29:00,36.50,Gift Card
9,2024-11-06 10:08:00,20.85,Cash
3,2024-11-06 08:49:00,33.70,Gift Card
8,2024-11-06 16:36:00,17.90,Cash
6,2024-11-06 18:56:00,34.70,Credit
4,2024-11-06 14:55:00,28.10,Gift Card
5,2024-11-06 14:45:00,23.45,Gift Card
2,2024-11-06 20:37:00,22.15,Gift Card
3,2024-11-06 08:06:00,41.65,Credit
10,2024-11-06 19:55:00,19.20,Cash
5,2024-11-06 13:08:00,34.80,Credit
5,2024-11-06 08:11:00,21.55,Gift Card
7,2024-11-06 08:44:00,23.45,Credit
2,2024-11-06 13:28:00,19.20,Cash
2,2024-11-06 16:30:00,32.65,Gift Card
1,2024-11-06 15:18:00,25.80,Credit
10,2024-11-06 16:59:00,15.20,Cash
9,2024-11-06 16:40:00,33.25,Gift Card
10,2024-11-06 15:10:00,19.00,Cash
8,2024-11-06 09:26:00,30.00,Credit
2,2024-11-06 15:44:00,29.60,Credit
9,2024-11-06 10:37:00,30.50,Credit
2,2024-11-06 12:29:00,34.75,Credit
2,2024-11-06 10:39:00,26.85,Gift Card
2,2024-11-06 16:29:00,11.80,Cash
2,2024-11-06 08:18:00,19.10,Cash
9,2024-11-06 20:01:00,22.40,Credit
4,2024-11-06 17:51:00,41.45,Cash
7,2024-11-06 08:38:00,21.35,Credit
5,2024-11-06 09:58:00,16.80,Credit
6,2024-11-06 18:56:00,21.60,Cash
5,2024-11-06 09:19:00,30.75,Credit
7,2024-11-06 14:55:00,33.00,Cash
5,2024-11-06 15:17:00,27.85,Credit
3,2024-11-06 19:45:00,17.90,Credit
9,2024-11-06 19:47:00,33.25,Cash
5,2024-11-06 11:34:00,37.80,Cash
6,2024-11-06 18:57:00,31.75,Cash
4,2024-11-06 13:54:00,39.90,Credit
9,2024-11-06 19:54:00,26.60,Cash
9,2024-11-06 11:46:00,30.00,Gift Card
4,2024-11-06 13:48:00,45.85,Gift Card
2,2024-11-06 09:53:00,7.70,Cash
10,2024-11-06 18:20:00,35.75,Credit
4,2024-11-06 10:27:00,43.40,Gift Card
10,2024-11-06 13:13:00,30.10,Cash
8,2024-11-06 15:23:00,36.90,Credit
9,2024-11-06 09:01:00,21.75,Gift Card
8,2024-11-06 16:57:00,41.65,Gift Card
1,2024-11-06 09:23:00,37.25,Credit
2,2024-11-06 08:44:00,23.50,Gift Card
9,2024-11-06 11:33:00,29.40,Cash
8,2024-11-06 09:32:00,32.10,Gift Card
6,2024-11-06 16:03:00,37.10,Credit
8,2024-11-06 14:41:00,20.20,Credit
1,2024-11-06 11:01:00,20.80,Credit
8,2024-11-06 12:30:00,42.05,Cash
6,2024-11-06 11:29:00,34.65,Cash
6,2024-11-06 17:12:00,28.60,Gift Card
6,2024-11-06 09:30:00,40.50,Cash
3,2024-11-06 10:09:00,43.85,Credit
10,2024-11-06 09:35:00,36.00,Cash
9,2024-11-06 09:19:00,31.00,Credit
4,2024-11-06 15:46:00,15.40,Cash
4,2024-11-06 18:37:00,31.35,Credit
7,2024-11-06 16:43:00,38.40,Credit
